FileName,MD5Hash,DateLastModified
backtester_config_buy.json,2c517a91f4465324d8bbdc813af90c2c,2022-02-01 01:59:35
backtester_config_sell.json,6070d71c05671905b8c31b6feb00c7e1,2022-02-01 01:49:42
